"JCODE","pref","city","sikuchoson","male","female"
"09214","栃木県","NA","さくら市","81.5","87.1"
"09215","栃木県","NA","那須烏山市","80.8","86.5"
"09216","栃木県","NA","下野市","81.9","87.3"
"09301","栃木県","NA","上三川町","81.3","87.0"
"09342","栃木県","NA","益子町","81.1","86.7"
"09343","栃木県","NA","茂木町","80.7","86.8"
"09344","栃木県","NA","市貝町","81.0","87.0"
"09345","栃木県","NA","芳賀町","80.6","87.0"
"09361","栃木県","NA","壬生町","81.1","87.2"
"09364","栃木県","NA","野木町","81.3","87.0"
"09384","栃木県","NA","塩谷町","81.1","86.6"
"09386","栃木県","NA","高根沢町","81.1","87.3"
"09407","栃木県","NA","那須町","80.9","87.1"
"09411","栃木県","NA","那珂川町","81.0","87.3"
"10201","群馬県","NA","前橋市","81.7","87.6"
"10202","群馬県","NA","高崎市","81.2","87.6"
"10203","群馬県","NA","桐生市","80.5","86.7"
"10204","群馬県","NA","伊勢崎市","80.9","87.0"
"10205","群馬県","NA","太田市","80.8","86.7"
"10206","群馬県","NA","沼田市","81.0","87.7"
"10207","群馬県","NA","館林市","81.0","87.0"
"10208","群馬県","NA","渋川市","80.7","86.9"
"10209","群馬県","NA","藤岡市","81.1","87.4"
"10210","群馬県","NA","富岡市","81.2","87.1"
"10211","群馬県","NA","安中市","81.2","87.2"
"10212","群馬県","NA","みどり市","80.6","86.7"
"10344","群馬県","NA","榛東村","81.0","87.5"
"10345","群馬県","NA","吉岡町","81.9","87.3"
"10366","群馬県","NA","上野村","81.3","87.3"
"10367","群馬県","NA","神流町","81.0","87.2"
"10382","群馬県","NA","下仁田町","81.1","87.2"
"10383","群馬県","NA","南牧村","81.3","87.0"
"10384","群馬県","NA","甘楽町","81.1","86.9"
"10421","群馬県","NA","中之条町","81.3","87.3"
"10424","群馬県","NA","長野原町","81.3","87.2"
"10425","群馬県","NA","嬬恋村","81.4","87.5"
"10426","群馬県","NA","草津町","81.3","87.1"
"10428","群馬県","NA","高山村","81.1","87.1"
"10429","群馬県","NA","東吾妻町","81.2","87.2"
"10443","群馬県","NA","片品村","81.2","87.2"
"10444","群馬県","NA","川場村","81.3","87.8"
"10448","群馬県","NA","昭和村","81.1","87.0"
"10449","群馬県","NA","みなかみ町","81.3","87.1"
"10464","群馬県","NA","玉村町","81.5","87.5"
"10521","群馬県","NA","板倉町","80.6","86.9"
"10522","群馬県","NA","明和町","81.1","87.3"
"10523","群馬県","NA","千代田町","81.0","87.2"
"10524","群馬県","NA","大泉町","81.3","86.8"
"10525","群馬県","NA","邑楽町","81.0","87.0"
"11101","埼玉県","さいたま市","西区","81.5","88.1"
"11102","埼玉県","さいたま市","北区","82.3","88.1"
"11103","埼玉県","さいたま市","大宮区","82.0","87.8"
"11104","埼玉県","さいたま市","見沼区","81.9","87.8"
"11105","埼玉県","さいたま市","中央区","82.3","88.1"
"11106","埼玉県","さいたま市","桜区","81.6","88.0"
"11107","埼玉県","さいたま市","浦和区","82.8","88.3"
"11108","埼玉県","さいたま市","南区","82.0","88.2"
"11109","埼玉県","さいたま市","緑区","81.7","87.7"
"11110","埼玉県","さいたま市","岩槻区","81.0","87.2"
"11201","埼玉県","NA","川越市","81.8","87.1"
"11202","埼玉県","NA","熊谷市","80.9","86.6"
"11203","埼玉県","NA","川口市","80.4","86.6"
"11206","埼玉県","NA","行田市","80.7","87.0"
"11207","埼玉県","NA","秩父市","80.9","87.3"
"11208","埼玉県","NA","所沢市","81.9","87.9"
"11209","埼玉県","NA","飯能市","81.7","87.2"
"11210","埼玉県","NA","加須市","81.2","87.3"
"11211","埼玉県","NA","本庄市","80.4","87.2"
"11212","埼玉県","NA","東松山市","81.8","87.0"
"11214","埼玉県","NA","春日部市","81.5","86.8"
"11215","埼玉県","NA","狭山市","81.9","87.7"
"11216","埼玉県","NA","羽生市","80.9","87.1"
"11217","埼玉県","NA","鴻巣市","81.9","87.2"
"11218","埼玉県","NA","深谷市","80.5","87.2"
"11219","埼玉県","NA","上尾市","82.1","87.1"
"11221","埼玉県","NA","草加市","81.3","87.1"
"11222","埼玉県","NA","越谷市","81.2","87.3"
"11223","埼玉県","NA","蕨市","80.9","87.4"
"11224","埼玉県","NA","戸田市","80.9","87.3"
"11225","埼玉県","NA","入間市","81.9","87.3"
"11227","埼玉県","NA","朝霞市","81.6","87.5"
"11228","埼玉県","NA","志木市","81.7","88.0"
"11229","埼玉県","NA","和光市","82.1","87.9"
"11230","埼玉県","NA","新座市","81.8","87.5"
"11231","埼玉県","NA","桶川市","81.4","87.4"
"11232","埼玉県","NA","久喜市","81.8","87.4"
"11233","埼玉県","NA","北本市","81.5","87.2"
"11234","埼玉県","NA","八潮市","81.4","87.4"
"11235","埼玉県","NA","富士見市","81.3","87.1"
"11237","埼玉県","NA","三郷市","81.2","87.1"
"11238","埼玉県","NA","蓮田市","81.6","87.8"
"11239","埼玉県","NA","坂戸市","81.5","87.4"
"11240","埼玉県","NA","幸手市","81.2","87.1"
"11241","埼玉県","NA","鶴ヶ島市","81.6","87.5"
"11242","埼玉県","NA","日高市","81.2","87.5"
"11243","埼玉県","NA","吉川市","81.5","87.1"
"11245","埼玉県","NA","ふじみ野市","81.4","87.9"
"11246","埼玉県","NA","白岡市","81.7","87.7"
"11301","埼玉県","NA","伊奈町","82.0","87.3"
"11324","埼玉県","NA","三芳町","81.1","87.8"
"11326","埼玉県","NA","毛呂山町","81.4","87.0"
"11327","埼玉県","NA","越生町","81.7","87.2"
"11341","埼玉県","NA","滑川町","81.4","87.4"
"11342","埼玉県","NA","嵐山町","81.4","86.6"
"11343","埼玉県","NA","小川町","81.5","87.2"
"11346","埼玉県","NA","川島町","81.7","87.5"
"11347","埼玉県","NA","吉見町","81.2","86.7"
"11348","埼玉県","NA","鳩山町","82.1","87.2"
"11349","埼玉県","NA","ときがわ町","81.4","87.0"
"11361","埼玉県","NA","横瀬町","80.7","86.8"
"11362","埼玉県","NA","皆野町","81.4","87.2"
"11363","埼玉県","NA","長瀞町","81.4","87.2"
"11365","埼玉県","NA","小鹿野町","81.3","87.3"
"11369","埼玉県","NA","東秩父村","81.4","87.4"
"11381","埼玉県","NA","美里町","80.6","86.7"
"11383","埼玉県","NA","神川町","80.3","86.8"
"11385","埼玉県","NA","上里町","81.1","86.8"
"11408","埼玉県","NA","寄居町","81.3","87.1"
"11442","埼玉県","NA","宮代町","81.5","87.4"
"11464","埼玉県","NA","杉戸町","81.5","87.2"
"11465","埼玉県","NA","松伏町","81.2","87.0"
"12101","千葉県","千葉市","中央区","80.3","87.4"
"12102","千葉県","千葉市","花見川区","81.5","87.7"
"12103","千葉県","千葉市","稲毛区","81.5","87.8"
"12104","千葉県","千葉市","若葉区","80.3","87.6"
"12105","千葉県","千葉市","緑区","81.5","87.5"
"12106","千葉県","千葉市","美浜区","82.6","88.2"
"12202","千葉県","NA","銚子市","80.5","86.5"
"12203","千葉県","NA","市川市","81.6","87.9"
"12204","千葉県","NA","船橋市","81.9","87.8"
"12205","千葉県","NA","館山市","81.5","87.7"
"12206","千葉県","NA","木更津市","81.1","87.1"
"12207","千葉県","NA","松戸市","81.3","87.5"
"12208","千葉県","NA","野田市","80.8","86.9"
"12210","千葉県","NA","茂原市","80.7","86.9"
"12211","千葉県","NA","成田市","81.6","87.7"
"12212","千葉県","NA","佐倉市","82.1","87.7"
"12213","千葉県","NA","東金市","81.2","86.9"
"12215","千葉県","NA","旭市","80.9","86.7"
"12216","千葉県","NA","習志野市","82.1","88.1"
"12217","千葉県","NA","柏市","82.1","87.9"
"12218","千葉県","NA","勝浦市","81.2","87.2"
"12219","千葉県","NA","市原市","80.6","87.0"
"12220","千葉県","NA","流山市","82.7","88.2"
"12221","千葉県","NA","八千代市","81.8","87.5"
"12222","千葉県","NA","我孫子市","82.3","88.0"
"12223","千葉県","NA","鴨川市","80.9","87.1"
"12224","千葉県","NA","鎌ケ谷市","81.7","87.8"
"12225","千葉県","NA","君津市","81.3","87.4"
"12226","千葉県","NA","富津市","80.3","87.0"
"12227","千葉県","NA","浦安市","82.6","87.7"
"12228","千葉県","NA","四街道市","82.0","87.7"
"12229","千葉県","NA","袖ケ浦市","81.2","87.1"
"12230","千葉県","NA","八街市","80.1","86.7"
"12231","千葉県","NA","印西市","82.5","87.8"
"12232","千葉県","NA","白井市","82.4","87.5"
"12233","千葉県","NA","富里市","81.0","87.1"
"12234","千葉県","NA","南房総市","81.2","87.4"
"12235","千葉県","NA","匝瑳市","81.1","87.0"
"12236","千葉県","NA","香取市","80.3","87.2"
"12237","千葉県","NA","山武市","80.4","86.8"
"12238","千葉県","NA","いすみ市","81.2","87.4"
"12239","千葉県","NA","大網白里市","81.1","87.2"
"12322","千葉県","NA","酒々井町","82.1","87.8"
"12329","千葉県","NA","栄町","81.7","87.6"
"12342","千葉県","NA","神崎町","81.2","87.2"
"12347","千葉県","NA","多古町","81.3","87.3"
"12349","千葉県","NA","東庄町","81.0","87.2"
"12403","千葉県","NA","九十九里町","80.6","87.3"
"12409","千葉県","NA","芝山町","81.5","87.8"
"12410","千葉県","NA","横芝光町","80.8","87.6"
"12421","千葉県","NA","一宮町","81.3","87.2"
"12422","千葉県","NA","睦沢町","81.7","87.4"
"12423","千葉県","NA","長生村","81.0","87.3"
"12424","千葉県","NA","白子町","81.1","87.1"
"12426","千葉県","NA","長柄町","81.3","87.8"
"12427","千葉県","NA","長南町","81.4","87.3"
"12441","千葉県","NA","大多喜町","81.4","87.5"
"12443","千葉県","NA","御宿町","81.4","87.5"
"12463","千葉県","NA","鋸南町","81.3","87.3"
"13101","東京都","NA","千代田区","82.4","88.3"
"13102","東京都","NA","中央区","82.7","87.8"
"13103","東京都","NA","港区","82.8","88.1"
"13104","東京都","NA","新宿区","81.3","87.9"
"13105","東京都","NA","文京区","82.9","88.3"
"13106","東京都","NA","台東区","80.7","87.8"
"13107","東京都","NA","墨田区","80.7","87.2"
"13108","東京都","NA","江東区","81.4","87.5"
"13109","東京都","NA","品川区","81.8","87.9"
"13110","東京都","NA","目黒区","83.0","88.5"
"13111","東京都","NA","大田区","81.2","87.6"
"13112","東京都","NA","世田谷区","83.2","88.9"
"13113","東京都","NA","渋谷区","83.0","88.6"
"13114","東京都","NA","中野区","81.5","88.1"
"13115","東京都","NA","杉並区","82.9","88.6"
"13116","東京都","NA","豊島区","81.1","87.6"
"13117","東京都","NA","北区","81.0","87.5"
"13118","東京都","NA","荒川区","80.6","87.3"
"13119","東京都","NA","板橋区","81.0","87.6"
"13120","東京都","NA","練馬区","82.2","88.2"
"13121","東京都","NA","足立区","80.1","86.7"
"13122","東京都","NA","葛飾区","80.5","86.9"
"13123","東京都","NA","江戸川区","80.6","87.0"
"13201","東京都","NA","八王子市","82.1","87.7"
"13202","東京都","NA","立川市","81.5","87.5"
"13203","東京都","NA","武蔵野市","83.2","88.7"
"13204","東京都","NA","三鷹市","82.6","88.5"
"13205","東京都","NA","青梅市","81.1","87.1"
"13206","東京都","NA","府中市","82.0","88.0"
"13207","東京都","NA","昭島市","81.4","87.1"
"13208","東京都","NA","調布市","82.4","88.6"
"13209","東京都","NA","町田市","82.7","88.2"
"13210","東京都","NA","小金井市","82.7","88.9"
"13211","東京都","NA","小平市","82.4","88.3"
"13212","東京都","NA","日野市","82.8","88.4"
"13213","東京都","NA","東村山市","81.7","87.7"
"13214","東京都","NA","国分寺市","83.1","88.3"
"13215","東京都","NA","国立市","82.4","87.9"
"13218","東京都","NA","福生市","81.2","87.2"
"13219","東京都","NA","狛江市","82.4","88.2"
"13220","東京都","NA","東大和市","81.8","88.0"
"13221","東京都","NA","清瀬市","81.7","87.7"
"13222","東京都","NA","東久留米市","81.6","88.0"
"13223","東京都","NA","武蔵村山市","81.7","87.3"
"13224","東京都","NA","多摩市","82.7","88.1"
"13225","東京都","NA","稲城市","83.0","87.9"
"13227","東京都","NA","羽村市","81.8","87.5"
"13228","東京都","NA","あきる野市","81.9","87.3"
"13229","東京都","NA","西東京市","82.3","88.5"
"13303","東京都","NA","瑞穂町","80.9","87.4"
"13305","東京都","NA","日の出町","81.4","86.8"
"13307","東京都","NA","檜原村","81.3","87.2"
"13308","東京都","NA","奥多摩町","80.7","86.9"
"13361","東京都","NA","大島町","81.2","87.4"
"13362","東京都","NA","利島村","81.8","87.8"
"13363","東京都","NA","新島村","81.4","87.7"
"13364","東京都","NA","神津島村","81.7","87.7"
"13381","東京都","NA","三宅村","81.8","87.6"
"13382","東京都","NA","御蔵島村","81.8","87.8"
"13401","東京都","NA","八丈町","80.9","87.5"
"13402","東京都","NA","青ヶ島村","81.8","87.9"
"13421","東京都","NA","小笠原村","82.0","87.9"
"14101","神奈川県","横浜市","鶴見区","81.5","87.3"
"14102","神奈川県","横浜市","神奈川区","82.2","88.1"
"14103","神奈川県","横浜市","西区","81.6","87.6"
"14104","神奈川県","横浜市","中区","79.5","87.4"
"14105","神奈川県","横浜市","南区","80.9","87.3"
"14106","神奈川県","横浜市","保土ケ谷区","81.8","88.2"
"14107","神奈川県","横浜市","磯子区","82.6","87.8"
"14108","神奈川県","横浜市","金沢区","83.1","88.4"
"14109","神奈川県","横浜市","港北区","83.1","88.4"
"14110","神奈川県","横浜市","戸塚区","83","88.5"
"14111","神奈川県","横浜市","港南区","82.5","88"
"14112","神奈川県","横浜市","旭区","82","88.1"
"14113","神奈川県","横浜市","緑区","82.7","88.1"
"14114","神奈川県","横浜市","瀬谷区","81.6","87.8"
"14115","神奈川県","横浜市","栄区","83","88.4"
"14116","神奈川県","横浜市","泉区","82.6","88.2"
"14117","神奈川県","横浜市","青葉区","83.9","88.8"
"14118","神奈川県","横浜市","都筑区","83.3","88.7"
"14131","神奈川県","川崎市","川崎区","78.8","87"
"14132","神奈川県","川崎市","幸区","81","88.1"
"14133","神奈川県","川崎市","中原区","82.2","88"
"14134","神奈川県","川崎市","高津区","81.9","88.6"
"14135","神奈川県","川崎市","多摩区","82.2","88.4"
"14136","神奈川県","川崎市","宮前区","82.6","88.5"
"14137","神奈川県","川崎市","麻生区","84","89.2"
"14151","神奈川県","相模原市","緑区","81.4","87.2"
"14152","神奈川県","相模原市","中央区","81.2","87.2"
"14153","神奈川県","相模原市","南区","82","87.9"
"14201","神奈川県","NA","横須賀市","81.2","87.1"
"14203","神奈川県","NA","平塚市","81.7","87.5"
"14204","神奈川県","NA","鎌倉市","83.3","88.3"
"14205","神奈川県","NA","藤沢市","83","87.9"
"14206","神奈川県","NA","小田原市","81.3","87.5"
"14207","神奈川県","NA","茅ヶ崎市","82.7","88.4"
"14208","神奈川県","NA","逗子市","83","88.3"
"14210","神奈川県","NA","三浦市","81.1","87.5"
"14211","神奈川県","NA","秦野市","82.5","87.8"
"14212","神奈川県","NA","厚木市","81.7","87.4"
"14213","神奈川県","NA","大和市","81.5","87.6"
"14214","神奈川県","NA","伊勢原市","82.2","88.1"
"14215","神奈川県","NA","海老名市","82.5","88.1"
"14216","神奈川県","NA","座間市","81.5","88"
"14217","神奈川県","NA","南足柄市","81.8","87.8"
"14218","神奈川県","NA","綾瀬市","81.6","87.5"
"14301","神奈川県","NA","葉山町","82.4","88.1"
"14321","神奈川県","NA","寒川町","81.7","87.4"
"14341","神奈川県","NA","大磯町","82.4","87.8"
"14342","神奈川県","NA","二宮町","82.4","87.8"
"14361","神奈川県","NA","中井町","82.1","88"
"14362","神奈川県","NA","大井町","82.1","87.9"
"14363","神奈川県","NA","松田町","81.7","87.8"
"14364","神奈川県","NA","山北町","81.8","87.5"
"14366","神奈川県","NA","開成町","82.6","88.2"
"14382","神奈川県","NA","箱根町","81.2","87.6"
"14383","神奈川県","NA","真鶴町","81.3","87.8"
"14384","神奈川県","NA","湯河原町","81.6","87.1"
"14401","神奈川県","NA","愛川町","80.9","87.4"
"14402","神奈川県","NA","清川村","82.1","87.8"
"15101","新潟県","新潟市","北区","81.2","87.7"
"15102","新潟県","新潟市","東区","81.1","87.5"
"15103","新潟県","新潟市","中央区","81.9","87.6"
"15104","新潟県","新潟市","江南区","81.4","87.8"
"15105","新潟県","新潟市","秋葉区","82","88"
"15106","新潟県","新潟市","南区","81.3","87.4"
"15107","新潟県","新潟市","西区","81.8","88"
"15108","新潟県","新潟市","西蒲区","81.3","87.7"
"15202","新潟県","NA","長岡市","81.7","87.2"
"15204","新潟県","NA","三条市","81.2","87.5"
"15205","新潟県","NA","柏崎市","80.8","87.6"
"15206","新潟県","NA","新発田市","80.7","87.5"
"15208","新潟県","NA","小千谷市","81.6","87.8"
"15209","新潟県","NA","加茂市","81.2","87"
"15210","新潟県","NA","十日町市","81.4","88.1"
"15211","新潟県","NA","見附市","81.7","87.6"
"15212","新潟県","NA","村上市","80.7","86.9"
"15213","新潟県","NA","燕市","81.4","87.2"
"15216","新潟県","NA","糸魚川市","81.4","87.8"
"15217","新潟県","NA","妙高市","81.2","87.6"
"15218","新潟県","NA","五泉市","81.1","87.3"
"15222","新潟県","NA","上越市","81.5","87.9"
"15223","新潟県","NA","阿賀野市","81.1","87.9"
"15224","新潟県","NA","佐渡市","80","87.3"
"15225","新潟県","NA","魚沼市","81.5","87.8"
"15226","新潟県","NA","南魚沼市","81.3","87.7"
"15227","新潟県","NA","胎内市","81","87.7"
"15307","新潟県","NA","聖籠町","81.2","87.5"
"15342","新潟県","NA","弥彦村","80.8","87.8"
"15361","新潟県","NA","田上町","81.2","87.4"
"15385","新潟県","NA","阿賀町","80.7","87.7"
"15405","新潟県","NA","出雲崎町","81.4","87.5"
"15461","新潟県","NA","湯沢町","81.4","87.7"
"15482","新潟県","NA","津南町","81.6","87.7"
"15504","新潟県","NA","刈羽村","81.3","87.5"
"15581","新潟県","NA","関川村","81.1","87.5"
"15586","新潟県","NA","粟島浦村","81.3","87.6"
"16201","富山県","NA","富山市","81.8","87.8"
"16202","富山県","NA","高岡市","81.6","88.3"
"16204","富山県","NA","魚津市","81.6","88.1"
"16205","富山県","NA","氷見市","81.5","87.8"
"16206","富山県","NA","滑川市","81.9","88"
"16207","富山県","NA","黒部市","81.7","88.2"
"16208","富山県","NA","砺波市","82.1","88.2"
"16209","富山県","NA","小矢部市","82.3","88"
"16210","富山県","NA","南砺市","82.3","88.3"
"16211","富山県","NA","射水市","81.5","87.6"
"16321","富山県","NA","舟橋村","81.7","88.1"
"16322","富山県","NA","上市町","81.5","88"
"16323","富山県","NA","立山町","81.7","87.9"
"16342","富山県","NA","入善町","81.3","87.2"
"16343","富山県","NA","朝日町","81.6","87.9"
"17201","石川県","NA","金沢市","82.2","88.1"
"17202","石川県","NA","七尾市","81.7","87.4"
"17203","石川県","NA","小松市","82.1","88.3"
"17204","石川県","NA","輪島市","81.6","87.8"
"17205","石川県","NA","珠洲市","81.9","88.1"
"17206","石川県","NA","加賀市","81.2","87.4"
"17207","石川県","NA","羽咋市","81.8","88.2"
"17209","石川県","NA","かほく市","82.3","88.4"
"17210","石川県","NA","白山市","82.3","88.6"
"17211","石川県","NA","能美市","82.3","88.5"
"17212","石川県","NA","野々市市","82.5","88.5"
"17324","石川県","NA","川北町","82.2","88.1"
"17361","石川県","NA","津幡町","81.5","88.5"
"17365","石川県","NA","内灘町","82.4","87.9"
"17384","石川県","NA","志賀町","82.4","87.8"
"17386","石川県","NA","宝達志水町","81.9","88.2"
"17407","石川県","NA","中能登町","81.7","87.5"
"17461","石川県","NA","穴水町","81.4","88"
"17463","石川県","NA","能登町","81.5","87.9"
"18201","福井県","NA","福井市","82.4","87.9"
"18202","福井県","NA","敦賀市","81.6","87.8"
"18204","福井県","NA","小浜市","81.5","87.8"
"18205","福井県","NA","大野市","81.5","87.7"
"18206","福井県","NA","勝山市","81.8","87.8"
"18207","福井県","NA","鯖江市","82.4","87.9"
"18208","福井県","NA","あわら市","81.6","88.2"
"18209","福井県","NA","越前市","81.8","88"
"18210","福井県","NA","坂井市","82.1","88.3"
"18322","福井県","NA","永平寺町","82.5","87.6"
"18382","福井県","NA","池田町","82","87.9"
"18404","福井県","NA","南越前町","81.6","87.9"
"18423","福井県","NA","越前町","81.4","87.9"
"18442","福井県","NA","美浜町","82.1","87.3"
"18481","福井県","NA","高浜町","81.9","87"
"18483","福井県","NA","おおい町","82.2","87.8"
"18501","福井県","NA","若狭町","81.7","87.6"
"19201","山梨県","NA","甲府市","81.5","88.1"
"19202","山梨県","NA","富士吉田市","81.4","87.7"
"19204","山梨県","NA","都留市","81.8","88.1"
"19205","山梨県","NA","山梨市","81.5","87.8"
"19206","山梨県","NA","大月市","81.6","87.7"
"19207","山梨県","NA","韮崎市","81.5","87.9"
"19208","山梨県","NA","南アルプス市","81.9","87.6"
"19209","山梨県","NA","北杜市","82.5","87.8"
"19210","山梨県","NA","甲斐市","82.3","88.2"
"19211","山梨県","NA","笛吹市","81.7","87.6"
"19212","山梨県","NA","上野原市","81.5","87.7"
"19213","山梨県","NA","甲州市","81.4","88"
"19214","山梨県","NA","中央市","81.9","88"
"19346","山梨県","NA","市川三郷町","81.4","87.5"
"19364","山梨県","NA","早川町","81.7","87.9"
"19365","山梨県","NA","身延町","81","87.7"
"19366","山梨県","NA","南部町","81.4","88"
"19368","山梨県","NA","富士川町","80.8","87.6"
"19384","山梨県","NA","昭和町","82.4","88.3"
"19422","山梨県","NA","道志村","81.6","88"
"19423","山梨県","NA","西桂町","81.7","87.3"
"19424","山梨県","NA","忍野村","81.4","87.9"
"19425","山梨県","NA","山中湖村","81.7","88.4"
"19429","山梨県","NA","鳴沢村","81.8","87.5"
"19430","山梨県","NA","富士河口湖町","82.6","88.8"
"19442","山梨県","NA","小菅村","81.6","88"
"19443","山梨県","NA","丹波山村","81.6","88"
"20201","長野県","NA","長野市","83.1","88.3"
"20202","長野県","NA","松本市","82.9","88.3"
"20203","長野県","NA","上田市","82","87.6"
"20204","長野県","NA","岡谷市","83.1","88.3"
"20205","長野県","NA","飯田市","83.1","88.1"
"20206","長野県","NA","諏訪市","82.5","88.4"
"20207","長野県","NA","須坂市","82.6","88.5"
"20208","長野県","NA","小諸市","82.4","88.3"
"20209","長野県","NA","伊那市","83.2","88.8"
"20210","長野県","NA","駒ヶ根市","82.9","87.9"
"20211","長野県","NA","中野市","82.9","87.9"
"20212","長野県","NA","大町市","81.8","88.6"
"20213","長野県","NA","飯山市","82.2","88.4"
"20214","長野県","NA","茅野市","83","87.9"
"20215","長野県","NA","塩尻市","82.2","88.5"
"20217","長野県","NA","佐久市","82.6","88.8"
"20218","長野県","NA","千曲市","82.3","88.4"
"20219","長野県","NA","東御市","82.5","88"
"20220","長野県","NA","安曇野市","82.9","88.4"
"20303","長野県","NA","小海町","82.7","88.3"
"20304","長野県","NA","川上村","82.3","88.2"
"20305","長野県","NA","南牧村","82.6","88.3"
"20306","長野県","NA","南相木村","82.7","88.4"
"20307","長野県","NA","北相木村","82.8","88.3"
"20309","長野県","NA","佐久穂町","81.6","86.9"
"20321","長野県","NA","軽井沢町","82.5","88.3"
"20323","長野県","NA","御代田町","82.6","87.9"
"20324","長野県","NA","立科町","82.7","88.1"
"20349","長野県","NA","青木村","82.8","88.3"
"20350","長野県","NA","長和町","82.3","88.4"
"20361","長野県","NA","下諏訪町","82","88.3"
"20362","長野県","NA","富士見町","82.8","88.5"
"20363","長野県","NA","原村","83.3","88.5"
"20382","長野県","NA","辰野町","81.9","88.2"
"20383","長野県","NA","箕輪町","83","88.8"
"20384","長野県","NA","飯島町","82.8","88.2"
"20385","長野県","NA","南箕輪村","83","87.9"
"20386","長野県","NA","中川村","83.1","88.6"
"20388","長野県","NA","宮田村","83.4","88"
"20402","長野県","NA","松川町","83.2","88.2"
"20403","長野県","NA","高森町","82.6","89"
"20404","長野県","NA","阿南町","82.2","88"
"20407","長野県","NA","阿智村","82.8","88.3"
"20409","長野県","NA","平谷村","82.7","88.3"
"20410","長野県","NA","根羽村","82.7","88.4"
"20411","長野県","NA","下條村","82.8","88.4"
"20412","長野県","NA","売木村","82.8","88.3"
"20413","長野県","NA","天龍村","82.6","88"
"20414","長野県","NA","泰阜村","82.6","87.9"
"20415","長野県","NA","喬木村","83","88.1"
"20416","長野県","NA","豊丘村","83.3","88.5"
"20417","長野県","NA","大鹿村","82.7","88.2"
"20422","長野県","NA","上松町","82.3","87.6"
"20423","長野県","NA","南木曽町","83.2","88.3"
"20425","長野県","NA","木祖村","82.2","87.8"
"20429","長野県","NA","王滝村","82.6","88.3"
